Column1,Column2
160.805,0
91.7064,95.1057
-20.097,58.7785
-20.097,-58.7785
91.7064,-95.1057
134.547,36.1402
65.449,131.246
-46.3544,94.9187
-46.3544,-22.6383
65.449,-58.9655
92.062,22.3358
22.9637,117.442
-88.8397,81.1143
-88.8397,-36.4427
22.9637,-72.7699
92.062,-22.3358
22.9637,72.7699
-88.8397,36.4427
-88.8397,-81.1143
22.9637,-117.442
134.547,-36.1402
65.449,58.9655
-46.3544,22.6383
-46.3544,-94.9187
65.449,-131.246
150.827,13.7333
81.7286,108.839
-30.0748,72.5118
-30.0748,-45.0452
81.7286,-81.3724
124.57,49.8734
55.4712,144.979
-56.3322,108.652
-56.3322,-8.90507
55.4712,-45.2323
82.0842,36.0691
12.9859,131.175
-98.8175,94.8476
-98.8175,-22.7094
12.9859,-59.0366
82.0842,-8.60257
12.9859,86.5031
-98.8175,50.1759
-98.8175,-67.3811
12.9859,-103.708
124.57,-22.4069
55.4712,72.6988
-56.3322,36.3716
-56.3322,-81.1854
55.4712,-117.513
134.682,8.48762
65.5842,103.593
-46.2192,67.2661
-46.2192,-50.2909
65.5842,-86.6181
108.425,44.6278
39.3268,139.733
-72.4766,103.406
-72.4766,-14.1507
39.3268,-50.4779
65.9398,30.8234
-3.15846,125.929
-114.962,89.6019
-114.962,-27.9551
-3.15846,-64.2823
65.9398,-13.8482
-3.15846,81.2575
-114.962,44.9303
-114.962,-72.6267
-3.15846,-108.954
108.425,-27.6526
39.3268,67.4531
-72.4766,31.1259
-72.4766,-86.4311
39.3268,-122.758
134.682,-8.48762
65.5842,86.6181
-46.2192,50.2909
-46.2192,-67.2661
65.5842,-103.593
108.425,27.6526
39.3268,122.758
-72.4766,86.4311
-72.4766,-31.1259
39.3268,-67.4531
65.9398,13.8482
-3.15846,108.954
-114.962,72.6267
-114.962,-44.9303
-3.15846,-81.2575
65.9398,-30.8234
-3.15846,64.2823
-114.962,27.9551
-114.962,-89.6019
-3.15846,-125.929
108.425,-44.6278
39.3268,50.4779
-72.4766,14.1507
-72.4766,-103.406
39.3268,-139.733
150.827,-13.7333
81.7286,81.3724
-30.0748,45.0452
-30.0748,-72.5118
81.7286,-108.839
124.57,22.4069
55.4712,117.513
-56.3322,81.1854
-56.3322,-36.3716
55.4712,-72.6988
82.0842,8.60257
12.9859,103.708
-98.8175,67.3811
-98.8175,-50.1759
12.9859,-86.5031
82.0842,-36.0691
12.9859,59.0366
-98.8175,22.7094
-98.8175,-94.8476
12.9859,-131.175
124.57,-49.8734
55.4712,45.2323
-56.3322,8.90507
-56.3322,-108.652
55.4712,-144.979
157.013,5.21864
87.9148,100.324
-23.8886,63.9971
-23.8886,-53.5599
87.9148,-89.8871
130.756,41.3588
61.6575,136.465
-50.1459,100.137
-50.1459,-17.4197
61.6575,-53.7469
88.2705,27.5545
19.1722,122.66
-92.6312,86.333
-92.6312,-31.224
19.1722,-67.5512
88.2705,-17.1172
19.1722,77.9885
-92.6312,41.6613
-92.6312,-75.8957
19.1722,-112.223
130.756,-30.9215
61.6575,64.1842
-50.1459,27.857
-50.1459,-89.7
61.6575,-126.027
147.035,18.9519
77.937,114.058
-33.8664,77.7304
-33.8664,-39.8266
77.937,-76.1538
120.778,55.0921
51.6797,150.198
-60.1237,113.871
-60.1237,-3.68643
51.6797,-40.0136
78.2927,41.2877
9.19439,136.393
-102.609,100.066
-102.609,-17.4908
9.19439,-53.818
78.2927,-3.38393
9.19439,91.7218
-102.609,55.3946
-102.609,-62.1624
9.19439,-98.4896
120.778,-17.1883
51.6797,77.9174
-60.1237,41.5902
-60.1237,-75.9668
51.6797,-112.294
130.891,13.7063
61.7926,108.812
-50.0108,72.4848
-50.0108,-45.0722
61.7926,-81.3994
104.634,49.8464
35.5353,144.952
-76.2681,108.625
-76.2681,-8.93208
35.5353,-45.2593
62.1483,36.0421
-6.95003,131.148
-118.753,94.8206
-118.753,-22.7364
-6.95003,-59.0636
62.1483,-8.62957
-6.95003,86.4761
-118.753,50.1489
-118.753,-67.4081
-6.95003,-103.735
104.634,-22.4339
35.5353,72.6718
-76.2681,36.3446
-76.2681,-81.2124
35.5353,-117.54
130.891,-3.26898
61.7926,91.8367
-50.0108,55.5095
-50.0108,-62.0475
61.7926,-98.3747
104.634,32.8712
35.5353,127.977
-76.2681,91.6497
-76.2681,-25.9073
35.5353,-62.2345
62.1483,19.0669
-6.95003,114.173
-118.753,77.8454
-118.753,-39.7116
-6.95003,-76.0388
62.1483,-25.6048
-6.95003,69.5009
-118.753,33.1737
-118.753,-84.3833
-6.95003,-120.711
104.634,-39.4091
35.5353,55.6966
-76.2681,19.3694
-76.2681,-98.1876
35.5353,-134.515
147.035,-8.51462
77.937,86.5911
-33.8664,50.2639
-33.8664,-67.2931
77.937,-103.62
120.778,27.6255
51.6797,122.731
-60.1237,86.404
-60.1237,-31.153
51.6797,-67.4802
78.2927,13.8212
9.19439,108.927
-102.609,72.5997
-102.609,-44.9573
