Column1,Column2
0,223.156
-56.7109,8.22278
56.7109,8.22278
-29.1943,53.2228
-128.389,-86.308
70,-109.663
29.1943,53.2228
-70,-109.663
128.389,-86.308
-15.1214,89.2228
-105.316,-69.4372
75.0729,-81.5343
-65.2429,-20.808
-182.945,-118.158
52.4591,-170.352
35,-40.1635
-87.5409,-170.352
157.541,-142.352
15.1214,89.2228
-75.0729,-81.5343
105.316,-69.4372
-35,-40.1635
-157.541,-142.352
87.5409,-170.352
65.2429,-20.808
-52.4591,-170.352
182.945,-118.158
-7.8884,118.023
-90.8827,-54.3304
75.1059,-60.6411
-53.5098,-7.43718
-167.869,-114.494
60.8495,-157.302
37.733,-17.5343
-79.1505,-157.302
154.617,-127.116
-33.2768,31.592
-137.879,-98.1943
71.3252,-124.816
-92.4031,-45.2079
-216.205,-122.544
31.3989,-196.466
25.8495,-87.8022
-108.601,-196.466
160.3,-175.787
17.5,15.4365
-91.1409,-128.602
126.141,-114.602
-44.1505,-87.8022
-178.601,-168.466
90.3,-203.787
79.1505,-65.4022
-49.7,-203.787
208.001,-140.466
7.8884,118.023
-75.1059,-60.6411
90.8827,-54.3304
-37.733,-17.5343
-154.617,-127.116
79.1505,-157.302
53.5098,-7.43718
-60.8495,-157.302
167.869,-114.494
-17.5,15.4365
-126.141,-114.602
91.1409,-128.602
-79.1505,-65.4022
-208.001,-140.466
49.7,-203.787
44.1505,-87.8022
-90.3,-203.787
178.601,-168.466
33.2768,31.592
-71.3252,-124.816
137.879,-98.1943
-25.8495,-87.8022
-160.3,-175.787
108.601,-196.466
92.4031,-45.2079
-31.3989,-196.466
216.205,-122.544
-4.149,141.063
-81.3833,-41.4262
73.0853,-44.7454
-46.1704,4.5696
-157.528,-109.926
65.1872,-146.862
37.8724,-0.74112
-74.8128,-146.862
150.558,-116.564
-27.2874,42.1628
-129.247,-93.9833
74.6719,-115.813
-84.762,-42.4343
-207.871,-123.867
38.3466,-191.676
30.1872,-77.3622
-101.653,-191.676
162.028,-167.526
18.9894,33.6657
-85.0942,-117.805
123.073,-102.613
-39.8128,-77.3622
-171.653,-163.676
92.0277,-195.526
77.7916,-53.0557
-47.9723,-195.526
203.556,-133.293
-17.048,73.512
-111.17,-78.4858
77.074,-92.1242
-69.6243,-29.3943
-189.473,-121.772
50.2243,-177.471
35.5283,-51.2157
-89.7757,-177.471
160.832,-149.049
-46.7832,13.1521
-155.995,-104.317
62.4288,-141.743
-108.791,-48.0887
-233.313,-117.789
15.7315,-204.822
15.2243,-107.971
-124.268,-204.822
154.717,-192.642
12.6872,-21.7622
-105.253,-149.926
130.628,-139.776
-54.7757,-107.971
-194.268,-176.822
84.7171,-220.642
80.15,-91.7316
-55.2829,-220.642
215.583,-156.522
8.75,59.9165
-88.7709,-97.3022
106.271,-90.3022
-45.9505,-54.4022
-172.051,-146.871
80.15,-183.632
63.4505,-43.2022
-59.85,-183.632
186.751,-132.871
