Column1,Column2
-299.939,0
100.061,0
-99.9757,0.043799
0.0243456,173.161
-166.619,0
233.381,0
-33.3077,115.514
66.6923,57.691
-233.307,0.0409789
166.693,0.0409789
-66.6908,57.7756
33.3802,115.47
-199.977,57.6882
200.023,57.6882
-99.9527,115.47
99.9761,115.43
-255.504,0
144.496,0
-77.7552,38.5299
22.2448,134.675
-122.184,0
277.816,0
-11.0872,154
88.9128,19.2049
-211.086,38.5271
188.914,38.5271
-88.9126,96.2664
77.825,115.47
-177.756,19.202
222.244,19.202
-55.5079,115.47
77.7543,76.939
-277.746,0.040039
122.254,0.040039
-88.9123,19.2858
11.1571,153.959
-144.426,0.040039
255.574,0.040039
-22.2443,134.756
77.8251,38.489
-222.243,19.283
177.757,19.283
-77.8242,76.9799
55.5783,115.51
-188.844,38.4862
211.156,38.4862
-77.7546,115.51
88.9121,96.1854
-266.637,19.2011
133.363,19.2011
-99.9528,38.489
33.3078,153.919
-133.317,19.2011
266.683,19.2011
-33.2848,153.959
99.9758,38.4492
-233.284,38.4862
166.716,38.4862
-99.9772,77.0203
66.6895,134.675
-166.693,38.4463
233.307,38.4463
-66.6434,134.675
99.9542,76.9805
-285.129,0
114.871,0
-92.5696,12.8712
7.43042,160.334
-151.809,0
248.191,0
-25.9016,128.341
74.0984,44.8636
-225.901,12.8684
174.099,12.8684
-74.0973,70.6046
48.1936,115.47
-192.571,44.8607
207.429,44.8607
-85.1393,115.47
92.5696,102.601
-240.693,0
159.307,0
-70.3491,51.3574
29.6509,121.847
-107.373,0
292.627,0
-3.68114,166.827
96.3189,6.37742
-203.68,51.3546
196.32,51.3546
-96.3191,109.095
92.6385,115.47
-170.35,6.3746
229.65,6.3746
-40.6944,115.47
70.3478,64.11
-270.34,12.8675
129.66,12.8675
-96.3188,32.1148
25.9705,153.959
-137.02,12.8675
262.98,12.8675
-29.6508,147.585
92.6385,38.489
-229.65,32.112
170.35,32.112
-92.6392,76.9803
62.9859,128.34
-174.03,38.4862
225.97,38.4862
-70.347,128.34
96.3197,83.3553
-259.231,6.37366
140.769,6.37366
-85.1393,38.489
25.9013,141.09
-125.911,6.37366
274.089,6.37366
-18.4713,153.959
92.5693,25.6202
-218.47,38.4862
181.53,38.4862
-92.5696,89.8505
74.0971,121.845
-174.1,25.6174
225.9,25.6174
-59.2358,121.845
85.1392,76.9801
-292.557,0.0397257
107.443,0.0397257
-96.3187,6.45717
3.75012,166.787
-159.237,0.0397257
240.763,0.0397257
-29.6507,121.927
70.4181,51.3174
-229.65,6.45435
170.35,6.45435
-70.4168,64.15
40.7636,115.51
-196.251,51.3145
203.749,51.3145
-92.5693,115.51
96.3189,109.016
-248.122,0.0397257
151.878,0.0397257
-74.0983,44.9433
25.9706,128.301
-114.802,0.0397257
285.198,0.0397257
-7.43025,160.413
92.6386,12.8312
-207.429,44.9405
192.571,44.9405
-92.6386,102.641
85.2084,115.51
-174.03,12.8284
225.97,12.8284
-48.1245,115.51
74.0972,70.5248
-274.089,6.45341
125.911,6.45341
-92.6383,25.6602
18.5405,153.999
-140.769,6.45341
259.231,6.45341
-25.9703,141.13
85.2085,38.5288
-225.969,25.6574
174.031,25.6574
-85.2084,76.9403
59.236,121.925
-181.461,38.5259
218.539,38.5259
-74.0969,121.925
92.6386,89.8104
-262.911,12.8275
137.089,12.8275
-92.5694,38.5288
29.6506,147.505
-129.591,12.8275
270.409,12.8275
-25.9014,153.999
96.3186,32.035
-225.9,38.5259
174.1,38.5259
-96.3195,83.4351
70.416,128.3
-170.35,32.0322
229.65,32.0322
-62.9169,128.3
92.5701,76.9405
-288.855,6.37334
