Column1,Column2
1349.94,1035.83
1149.94,1035.83
1395.18,1392.24
1395.18,-360.16
1149.94,975.826
949.943,975.826
1195.18,1292.24
1195.18,-460.16
1440.18,1342.24
1240.18,1342.24
1546.82,1698.29
1546.82,-668.057
1055.74,60.7564
855.738,60.7564
906.075,416.803
906.075,613.429
1131.94,915.826
931.943,915.826
1165.18,1232.24
1165.18,-400.16
931.943,855.826
731.943,855.826
965.183,1132.24
965.183,-500.16
1210.18,1182.24
1010.18,1182.24
1296.82,1498.29
1296.82,-668.057
825.738,-99.2436
625.738,-99.2436
656.075,216.803
656.075,613.429
1470.18,1305.74
1270.18,1305.74
1566.82,1670.79
1566.82,-595.557
1270.18,1245.74
1070.18,1245.74
1366.82,1570.79
1366.82,-695.557
1611.82,1620.79
1411.82,1620.79
1768.35,1996.19
1768.35,-869.179
1066.47,-197.021
866.475,-197.021
859.45,178.381
859.45,948.631
913.983,295.312
713.983,295.312
825.218,604.739
825.218,192.393
713.983,235.312
513.983,235.312
625.218,504.739
625.218,92.3928
870.218,554.739
670.218,554.739
841.355,837.441
841.355,-173.929
881.075,590.929
681.075,590.929
859.45,873.631
859.45,-210.119
1095.94,850.426
895.943,850.426
1117.18,1163.24
1117.18,-349.16
895.943,790.426
695.943,790.426
917.183,1063.24
917.183,-449.16
1162.18,1113.24
962.183,1113.24
1236.82,1423.29
1236.82,-623.057
813.738,-48.2435
613.738,-48.2435
656.075,261.803
656.075,538.429
877.943,730.426
677.943,730.426
887.183,1003.24
887.183,-389.16
677.943,670.426
477.943,670.426
687.183,903.242
687.183,-489.16
932.183,953.242
732.183,953.242
986.818,1223.29
986.818,-623.057
583.738,-208.244
383.738,-208.244
406.075,61.8028
406.075,538.429
1192.18,1076.74
992.183,1076.74
1256.82,1395.79
1256.82,-550.557
992.183,1016.74
792.183,1016.74
1056.82,1295.79
1056.82,-650.557
1301.82,1345.79
1101.82,1345.79
1418.36,1671.19
1418.36,-794.179
816.475,-272.021
616.475,-272.021
609.45,53.3812
609.45,823.631
635.983,66.3124
435.983,66.3124
515.218,329.739
515.218,237.393
435.983,6.31245
235.983,6.31245
315.218,229.739
315.218,137.393
560.218,279.739
360.218,279.739
491.355,512.441
491.355,-98.9287
631.075,515.929
431.075,515.929
609.45,748.631
609.45,-335.119
1489.23,1278.24
1289.23,1278.24
1578.57,1649.29
1578.57,-544.057
1289.23,1218.24
1089.23,1218.24
1378.57,1549.29
1378.57,-644.057
1623.57,1599.29
1423.57,1599.29
1774.61,1978.69
1774.61,-831.679
1108.22,-118.521
908.225,-118.521
915.7,260.881
915.7,886.131
1271.23,1158.24
1071.23,1158.24
1348.57,1489.29
1348.57,-584.057
1071.23,1098.24
871.233,1098.24
1148.57,1389.29
1148.57,-684.057
1393.57,1439.29
1193.57,1439.29
1524.61,1778.69
1524.61,-831.679
878.225,-278.521
678.225,-278.521
665.7,60.8813
665.7,886.131
1653.57,1562.79
1453.57,1562.79
1794.61,1951.19
1794.61,-759.179
1453.57,1502.79
1253.57,1502.79
1594.61,1851.19
1594.61,-859.179
1839.61,1901.19
1639.61,1901.19
2042.75,2308.17
2042.75,-1023.28
1170.98,-327.559
970.98,-327.559
928.375,79.4188
928.375,1205.47
812.728,35.2627
612.728,35.2627
673.485,339.581
673.485,432.011
612.728,-24.7373
412.728,-24.7373
473.485,239.581
473.485,332.011
718.485,289.581
518.485,289.581
641.35,556.419
641.35,27.7688
890.7,863.631
690.7,863.631
928.375,1130.47
928.375,-546.281
872.408,433.184
672.408,433.184
816.685,724.383
816.685,-18.3912
672.408,373.184
472.408,373.184
616.685,624.383
616.685,-118.391
861.685,674.383
661.685,674.383
859.68,947.321
859.68,-332.629
745.582,287.373
545.582,287.373
666.175,560.311
666.175,54.3813
654.408,313.184
454.408,313.184
586.685,564.383
586.685,-58.3912
454.408,253.184
254.408,253.184
386.685,464.383
386.685,-158.391
631.685,514.383
431.685,514.383
609.68,747.321
609.68,-332.629
515.582,127.373
315.582,127.373
416.175,360.311
416.175,54.3813
891.685,637.883
691.685,637.883
879.68,919.821
879.68,-260.129
691.685,577.883
491.685,577.883
679.68,819.821
679.68,-360.129
924.68,869.821
724.68,869.821
961.475,1143.72
961.475,-524.231
655.295,-28.1288
455.295,-28.1288
512.5,245.769
512.5,373.719
849.325,560.929
649.325,560.929
823.2,838.631
823.2,-200.119
649.325,500.929
449.325,500.929
623.2,738.631
623.2,-300.119
868.2,788.631
668.2,788.631
890.875,1055.47
890.875,-471.281
641.175,31.8812
441.175,31.8812
512.5,298.719
512.5,285.469
1040.32,774.226
840.323,774.226
1048.48,1079.84
1048.48,-301.76
840.323,714.226
640.323,714.226
848.483,979.842
848.483,-401.76
1093.48,1029.84
893.483,1029.84
1154.32,1330.29
1154.32,-578.057
781.038,-11.6436
581.038,-11.6436
633.575,288.803
633.575,463.429
822.323,654.226
622.323,654.226
818.483,919.842
818.483,-341.76
622.323,594.226
422.323,594.226
618.483,819.842
618.483,-441.76
863.483,869.842
663.483,869.842
904.318,1130.29
904.318,-578.057
551.038,-171.644
351.038,-171.644
383.575,88.8028
383.575,463.429
1123.48,993.342
923.483,993.342
1174.32,1302.79
1174.32,-505.557
923.483,933.342
723.483,933.342
974.318,1202.79
974.318,-605.557
1219.32,1252.79
1019.32,1252.79
1320.86,1566.19
1320.86,-749.179
769.975,-245.021
569.975,-245.021
571.95,68.3812
571.95,748.631
639.283,113.712
439.283,113.712
528.718,374.739
528.718,180.393
439.283,53.7124
239.283,53.7124
328.718,274.739
328.718,80.3928
573.718,324.739
373.718,324.739
513.855,557.441
513.855,-143.929
608.575,440.929
408.575,440.929
571.95,673.631
571.95,-260.119
786.323,588.826
586.323,588.826
770.483,850.842
770.483,-290.76
586.323,528.826
386.323,528.826
570.483,750.842
570.483,-390.76
815.483,800.842
615.483,800.842
844.318,1055.29
844.318,-533.057
539.038,-120.644
339.038,-120.644
383.575,133.803
383.575,388.429
568.323,468.826
368.323,468.826
540.483,690.842
540.483,-330.76
368.323,408.826
168.323,408.826
340.483,590.842
340.483,-430.76
585.483,640.842
385.483,640.842
594.318,855.289
594.318,-533.057
309.038,-280.644
109.038,-280.644
133.575,-66.1972
133.575,388.429
845.483,764.342
645.483,764.342
864.318,1027.79
864.318,-460.557
645.483,704.342
445.483,704.342
664.318,927.789
664.318,-560.557
909.318,977.789
709.318,977.789
970.855,1241.19
970.855,-674.179
519.975,-320.021
319.975,-320.021
321.95,-56.6187
321.95,623.631
361.283,-115.288
161.283,-115.288
218.718,99.7387
218.718,225.393
161.283,-175.288
-38.7166,-175.288
18.718,-0.26125
18.718,125.393
263.718,49.7387
63.718,49.7387
163.855,232.441
163.855,-68.9287
358.575,365.929
158.575,365.929
321.95,548.631
321.95,-385.119
1142.53,965.842
942.533,965.842
1186.07,1281.29
1186.07,-454.057
942.533,905.842
742.533,905.842
986.068,1181.29
986.068,-554.057
1231.07,1231.29
1031.07,1231.29
1327.11,1548.69
1327.11,-711.679
811.725,-166.521
611.725,-166.521
628.2,150.881
628.2,686.131
924.533,845.842
724.533,845.842
956.068,1121.29
956.068,-494.057
724.533,785.842
524.533,785.842
756.068,1021.29
756.068,-594.057
1001.07,1071.29
801.068,1071.29
1077.11,1348.69
1077.11,-711.679
581.725,-326.521
381.725,-326.521
378.2,-49.1187
378.2,686.131
1261.07,1194.79
1061.07,1194.79
1347.11,1521.19
1347.11,-639.179
1061.07,1134.79
861.068,1134.79
1147.11,1421.19
1147.11,-739.179
1392.11,1471.19
1192.11,1471.19
1530.25,1808.17
1530.25,-873.281
843.48,-357.559
643.48,-357.559
615.875,-20.5812
615.875,955.469
540.228,-114.737
340.228,-114.737
385.985,139.581
385.985,382.011
340.228,-174.737
140.228,-174.737
185.985,39.5813
185.985,282.011
430.985,89.5813
230.985,89.5813
328.85,306.419
328.85,27.7687
603.2,663.631
403.2,663.631
615.875,880.469
615.875,-546.281
525.708,120.784
325.708,120.784
424.185,356.383
424.185,71.6088
325.708,60.7845
125.708,60.7845
224.185,256.383
224.185,-28.3912
469.185,306.383
269.185,306.383
412.18,517.321
412.18,-212.629
449.082,239.373
249.082,239.373
378.675,450.311
378.675,-145.619
307.708,0.78445
107.708,0.78445
194.185,196.383
194.185,31.6087
107.708,-59.2155
-92.2924,-59.2155
-5.815,96.3828
-5.815,-68.3912
239.185,146.383
39.185,146.383
162.18,317.321
162.18,-212.629
219.082,79.3728
19.082,79.3728
128.675,250.311
128.675,-145.619
499.185,269.883
299.185,269.883
432.18,489.821
432.18,-140.129
299.185,209.883
99.185,209.883
232.18,389.821
232.18,-240.129
477.18,439.821
277.18,439.821
448.975,643.719
448.975,-374.231
327.795,-58.1288
127.795,-58.1288
200,145.769
200,123.719
576.825,410.929
376.825,410.929
535.7,638.631
535.7,-250.119
376.825,350.929
176.825,350.929
335.7,538.631
335.7,-350.119
580.7,588.631
380.7,588.631
578.375,805.469
578.375,-471.281
353.675,-168.119
153.675,-168.119
200,48.7188
200,285.469
1500.03,1256.46
1300.03,1256.46
1583.87,1631.31
1583.87,-507.032
1300.03,1196.46
1100.03,1196.46
1383.87,1531.31
1383.87,-607.032
1628.87,1581.31
1428.87,1581.31
1775.6,1963.07
1775.6,-804.304
1135.42,-63.4963
935.425,-63.4963
953.2,318.256
953.2,840.506
1282.03,1136.46
1082.03,1136.46
1353.87,1471.31
1353.87,-547.032
1082.03,1076.46
882.033,1076.46
1153.87,1371.31
1153.87,-647.032
1398.87,1421.31
1198.87,1421.31
1525.61,1763.07
1525.61,-804.304
905.425,-223.496
705.425,-223.496
703.2,118.256
703.2,840.506
1658.87,1544.81
1458.87,1544.81
1795.61,1935.57
1795.61,-731.804
1458.87,1484.81
1258.87,1484.81
1595.61,1835.57
1595.61,-831.804
1840.61,1885.57
1640.61,1885.57
2040.25,2293.79
2040.25,-1002.66
1188.48,-288.184
988.48,-288.184
953.375,120.044
953.375,1171.09
878.028,126.288
678.028,126.288
754.485,438.956
754.485,374.386
678.028,66.2878
478.028,66.2878
554.485,338.956
554.485,274.386
799.485,388.956
599.485,388.956
738.85,667.044
738.85,-26.6063
928.2,818.006
728.2,818.006
953.375,1096.09
953.375,-455.656
1246.03,1071.06
1046.03,1071.06
1305.87,1402.31
1305.87,-496.032
1046.03,1011.06
846.033,1011.06
1105.87,1302.31
1105.87,-596.032
1350.87,1352.31
1150.87,1352.31
1465.61,1688.07
1465.61,-759.304
893.425,-172.496
693.425,-172.496
703.2,163.256
703.2,765.506
1028.03,951.057
828.033,951.057
1075.87,1242.31
1075.87,-536.032
828.033,891.057
628.033,891.057
875.868,1142.31
875.868,-636.032
1120.87,1192.31
920.868,1192.31
1215.61,1488.07
1215.61,-759.304
663.425,-332.496
463.425,-332.496
453.2,-36.7438
453.2,765.506
1380.87,1315.81
1180.87,1315.81
1485.61,1660.57
1485.61,-686.804
1180.87,1255.81
980.868,1255.81
1285.61,1560.57
1285.61,-786.804
1530.61,1610.57
1330.61,1610.57
1690.25,1968.79
1690.25,-927.656
938.48,-363.184
738.48,-363.184
703.375,-4.95625
703.375,1046.09
600.028,-102.712
400.028,-102.712
444.485,163.956
