Column1,Column2
0,224.063
0,-75.9367
150,74.0633
-150,74.0633
150,-75.9367
-150,224.063
150,224.063
-150,-75.9367
0,124.073
0,-175.927
150,-25.9267
-150,-25.9267
150,-175.927
-150,124.073
150,124.073
-150,-175.927
49.995,174.068
49.995,-125.932
199.995,24.0683
-100.005,24.0683
199.995,-125.932
-100.005,174.068
199.995,174.068
-100.005,-125.932
-49.995,174.068
-49.995,-125.932
100.005,24.0683
-199.995,24.0683
100.005,-125.932
-199.995,174.068
100.005,174.068
-199.995,-125.932
49.995,124.073
49.995,-175.927
199.995,-25.9267
-100.005,-25.9267
199.995,-175.927
-100.005,124.073
199.995,124.073
-100.005,-175.927
-49.995,224.063
-49.995,-75.9367
100.005,74.0633
-199.995,74.0633
100.005,-75.9367
-199.995,224.063
100.005,224.063
-199.995,-75.9367
49.995,224.063
49.995,-75.9367
199.995,74.0633
-100.005,74.0633
199.995,-75.9367
-100.005,224.063
199.995,224.063
-100.005,-75.9367
-49.995,124.073
-49.995,-175.927
100.005,-25.9267
-199.995,-25.9267
100.005,-175.927
-199.995,124.073
100.005,124.073
-199.995,-175.927
0,190.737
0,-109.263
150,40.7367
-150,40.7367
150,-109.263
-150,190.737
150,190.737
-150,-109.263
0,90.7467
0,-209.253
150,-59.2533
-150,-59.2533
150,-209.253
-150,90.7467
150,90.7467
-150,-209.253
49.995,140.742
49.995,-159.258
199.995,-9.25833
-100.005,-9.25833
199.995,-159.258
-100.005,140.742
199.995,140.742
-100.005,-159.258
-49.995,140.742
-49.995,-159.258
100.005,-9.25833
-199.995,-9.25833
100.005,-159.258
-199.995,140.742
100.005,140.742
-199.995,-159.258
49.995,90.7467
49.995,-209.253
199.995,-59.2533
-100.005,-59.2533
199.995,-209.253
-100.005,90.7467
199.995,90.7467
-100.005,-209.253
-49.995,190.737
-49.995,-109.263
100.005,40.7367
-199.995,40.7367
100.005,-109.263
-199.995,190.737
100.005,190.737
-199.995,-109.263
49.995,190.737
49.995,-109.263
199.995,40.7367
-100.005,40.7367
199.995,-109.263
-100.005,190.737
199.995,190.737
-100.005,-109.263
-49.995,90.7467
-49.995,-209.253
100.005,-59.2533
-199.995,-59.2533
100.005,-209.253
-199.995,90.7467
100.005,90.7467
-199.995,-209.253
16.6633,207.4
16.6633,-92.6
166.663,57.4
-133.337,57.4
166.663,-92.6
-133.337,207.4
166.663,207.4
-133.337,-92.6
16.6633,107.41
16.6633,-192.59
166.663,-42.59
-133.337,-42.59
166.663,-192.59
-133.337,107.41
166.663,107.41
-133.337,-192.59
66.6583,157.405
66.6583,-142.595
216.658,7.405
-83.3417,7.405
216.658,-142.595
-83.3417,157.405
216.658,157.405
-83.3417,-142.595
-33.3317,157.405
-33.3317,-142.595
116.668,7.405
-183.332,7.405
116.668,-142.595
-183.332,157.405
116.668,157.405
-183.332,-142.595
66.6583,107.41
66.6583,-192.59
216.658,-42.59
-83.3417,-42.59
216.658,-192.59
-83.3417,107.41
216.658,107.41
-83.3417,-192.59
-33.3317,207.4
-33.3317,-92.6
116.668,57.4
-183.332,57.4
116.668,-92.6
-183.332,207.4
116.668,207.4
-183.332,-92.6
66.6583,207.4
66.6583,-92.6
216.658,57.4
-83.3417,57.4
216.658,-92.6
-83.3417,207.4
216.658,207.4
-83.3417,-92.6
-33.3317,107.41
-33.3317,-192.59
116.668,-42.59
-183.332,-42.59
116.668,-192.59
-183.332,107.41
116.668,107.41
-183.332,-192.59
-16.6633,207.4
-16.6633,-92.6
133.337,57.4
-166.663,57.4
133.337,-92.6
-166.663,207.4
133.337,207.4
-166.663,-92.6
-16.6633,107.41
-16.6633,-192.59
133.337,-42.59
-166.663,-42.59
133.337,-192.59
-166.663,107.41
133.337,107.41
-166.663,-192.59
33.3317,157.405
33.3317,-142.595
183.332,7.405
-116.668,7.405
183.332,-142.595
-116.668,157.405
183.332,157.405
-116.668,-142.595
-66.6583,157.405
-66.6583,-142.595
83.3417,7.405
-216.658,7.405
83.3417,-142.595
-216.658,157.405
83.3417,157.405
-216.658,-142.595
33.3317,107.41
33.3317,-192.59
183.332,-42.59
-116.668,-42.59
183.332,-192.59
-116.668,107.41
183.332,107.41
-116.668,-192.59
-66.6583,207.4
-66.6583,-92.6
83.3417,57.4
-216.658,57.4
83.3417,-92.6
-216.658,207.4
83.3417,207.4
-216.658,-92.6
33.3317,207.4
33.3317,-92.6
183.332,57.4
-116.668,57.4
183.332,-92.6
-116.668,207.4
183.332,207.4
-116.668,-92.6
-66.6583,107.41
-66.6583,-192.59
83.3417,-42.59
-216.658,-42.59
83.3417,-192.59
-216.658,107.41
83.3417,107.41
-216.658,-192.59
16.6633,190.737
16.6633,-109.263
166.663,40.7367
-133.337,40.7367
166.663,-109.263
-133.337,190.737
166.663,190.737
-133.337,-109.263
16.6633,90.7467
16.6633,-209.253
166.663,-59.2533
-133.337,-59.2533
166.663,-209.253
-133.337,90.7467
166.663,90.7467
-133.337,-209.253
66.6583,140.742
66.6583,-159.258
216.658,-9.25833
-83.3417,-9.25833
216.658,-159.258
-83.3417,140.742
216.658,140.742
-83.3417,-159.258
-33.3317,140.742
-33.3317,-159.258
116.668,-9.25833
-183.332,-9.25833
116.668,-159.258
-183.332,140.742
116.668,140.742
-183.332,-159.258
66.6583,90.7467
66.6583,-209.253
216.658,-59.2533
-83.3417,-59.2533
216.658,-209.253
-83.3417,90.7467
216.658,90.7467
-83.3417,-209.253
-33.3317,190.737
-33.3317,-109.263
116.668,40.7367
-183.332,40.7367
116.668,-109.263
-183.332,190.737
116.668,190.737
-183.332,-109.263
66.6583,190.737
66.6583,-109.263
216.658,40.7367
-83.3417,40.7367
216.658,-109.263
-83.3417,190.737
216.658,190.737
-83.3417,-109.263
-33.3317,90.7467
-33.3317,-209.253
116.668,-59.2533
-183.332,-59.2533
116.668,-209.253
-183.332,90.7467
116.668,90.7467
-183.332,-209.253
-16.6633,224.063
-16.6633,-75.9367
133.337,74.0633
-166.663,74.0633
133.337,-75.9367
-166.663,224.063
133.337,224.063
-166.663,-75.9367
-16.6633,124.073
-16.6633,-175.927
133.337,-25.9267
-166.663,-25.9267
133.337,-175.927
-166.663,124.073
133.337,124.073
-166.663,-175.927
33.3317,174.068
33.3317,-125.932
183.332,24.0683
-116.668,24.0683
183.332,-125.932
-116.668,174.068
183.332,174.068
-116.668,-125.932
-66.6583,174.068
-66.6583,-125.932
83.3417,24.0683
-216.658,24.0683
83.3417,-125.932
-216.658,174.068
83.3417,174.068
-216.658,-125.932
33.3317,124.073
33.3317,-175.927
183.332,-25.9267
-116.668,-25.9267
183.332,-175.927
-116.668,124.073
183.332,124.073
-116.668,-175.927
-66.6583,224.063
-66.6583,-75.9367
83.3417,74.0633
-216.658,74.0633
83.3417,-75.9367
-216.658,224.063
83.3417,224.063
-216.658,-75.9367
33.3317,224.063
33.3317,-75.9367
183.332,74.0633
-116.668,74.0633
183.332,-75.9367
-116.668,224.063
183.332,224.063
-116.668,-75.9367
-66.6583,124.073
-66.6583,-175.927
83.3417,-25.9267
-216.658,-25.9267
83.3417,-175.927
-216.658,124.073
83.3417,124.073
-216.658,-175.927
16.6633,224.063
16.6633,-75.9367
166.663,74.0633
-133.337,74.0633
166.663,-75.9367
-133.337,224.063
166.663,224.063
-133.337,-75.9367
16.6633,124.073
16.6633,-175.927
166.663,-25.9267
-133.337,-25.9267
166.663,-175.927
-133.337,124.073
166.663,124.073
-133.337,-175.927
66.6583,174.068
66.6583,-125.932
216.658,24.0683
-83.3417,24.0683
216.658,-125.932
-83.3417,174.068
216.658,174.068
-83.3417,-125.932
-33.3317,174.068
-33.3317,-125.932
116.668,24.0683
-183.332,24.0683
116.668,-125.932
-183.332,174.068
116.668,174.068
-183.332,-125.932
